diacritic,pronunciation,label,values,triggers,weight
null_61,null,nominalizer,"{'i_1', 'o_1'}","{('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.100000000000005
VOICE_1,VOICE,VOICE,set(),set(),9.700000000000001
VOICE_2,VOICE,VOICE,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",11.5
TILLDIM_1,TILLDIM,TILLDIM,set(),set(),10.0
TILLDIM_2,TILLDIM,TILLDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
MUSHROOM_1,MUSHROOM,MUSHROOM,set(),set(),10.0
MUSHROOM_2,MUSHROOM,MUSHROOM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.0
LIZARD_1,LIZARD,LIZARD,set(),set(),9.9
LIZARD_2,LIZARD,LIZARD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TRACTOR_1,TRACTOR,TRACTOR,set(),set(),10.0
TRACTOR_2,TRACTOR,TRACTOR,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",13.0
DARKNESS_1,DARKNESS,DARKNESS,set(),set(),9.9
DARKNESS_2,DARKNESS,DARKNESS,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
SNAILB_1,SNAILB,SNAILB,set(),set(),9.9
SNAILB_2,SNAILB,SNAILB,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SEED_1,SEED,SEED,set(),set(),10.5
SEED_2,SEED,SEED,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
STRAWBERRY_3,STRAWBERRY,STRAWBERRY,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
STRAWBERRY_4,STRAWBERRY,STRAWBERRY,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
STREAM_1,STREAM,STREAM,set(),set(),10.0
STREAM_2,STREAM,STREAM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
HICCUP_1,HICCUP,HICCUP,set(),set(),10.0
HICCUP_2,HICCUP,HICCUP,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
SHIT_1,SHIT,SHIT,set(),set(),10.4
SHIT_2,SHIT,SHIT,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
PENCIL_3,PENCIL,PENCIL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.000000000000002
PENCIL_4,PENCIL,PENCIL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",12.0
BUCKET_1,BUCKET,BUCKET,set(),set(),10.4
BUCKET_2,BUCKET,BUCKET,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
SOCKDIMB_3,SOCKDIMB,SOCKDIMB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
SOCKDIMB_4,SOCKDIMB,SOCKDIMB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.5
CENTDIM_1,CENTDIM,CENTDIM,set(),set(),11.3
CENTDIM_2,CENTDIM,CENTDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",12.0
LIGHT_3,LIGHT,LIGHT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
LIGHT_4,LIGHT,LIGHT,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
WRIST_1,WRIST,WRIST,set(),set(),9.9
WRIST_2,WRIST,WRIST,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
SHEEPDIM_1,SHEEPDIM,SHEEPDIM,set(),set(),10.4
SHEEPDIM_2,SHEEPDIM,SHEEPDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.5
HANDDIM_3,HANDDIM,HANDDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
HANDDIM_4,HANDDIM,HANDDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SCISSOR_1,SCISSOR,SCISSOR,set(),set(),10.3
SCISSOR_2,SCISSOR,SCISSOR,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",9.9
LEG_3,LEG,LEG,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
LEG_4,LEG,LEG,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CROCODILE_1,CROCODILE,CROCODILE,set(),set(),9.8
CROCODILE_2,CROCODILE,CROCODILE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
PLANTDIM_1,PLANTDIM,PLANTDIM,set(),set(),10.0
PLANTDIM_2,PLANTDIM,PLANTDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
PROBLEM_1,PROBLEM,PROBLEM,set(),set(),10.4
PROBLEM_2,PROBLEM,PROBLEM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CAMEL_1,CAMEL,CAMEL,set(),set(),10.5
CAMEL_2,CAMEL,CAMEL,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
HUMP_1,HUMP,HUMP,set(),set(),9.700000000000001
HUMP_2,HUMP,HUMP,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PUBLICITY_1,PUBLICITY,PUBLICITY,set(),set(),10.0
PUBLICITY_2,PUBLICITY,PUBLICITY,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
WOLF_1,WOLF,WOLF,set(),set(),10.900000000000004
WOLF_2,WOLF,WOLF,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",18.799999999999997
PIGLETDIM_1,PIGLETDIM,PIGLETDIM,set(),set(),10.4
PIGLETDIM_2,PIGLETDIM,PIGLETDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
BOTTOM_1,BOTTOM,BOTTOM,set(),set(),10.5
BOTTOM_2,BOTTOM,BOTTOM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
HANDLEA_1,HANDLEA,HANDLEA,set(),set(),10.5
HANDLEA_2,HANDLEA,HANDLEA,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
SCREW_1,SCREW,SCREW,set(),set(),10.0
SCREW_2,SCREW,SCREW,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
FISHINGLINE_1,FISHINGLINE,FISHINGLINE,set(),set(),10.0
FISHINGLINE_2,FISHINGLINE,FISHINGLINE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
RACKET_1,RACKET,RACKET,set(),set(),10.4
RACKET_2,RACKET,RACKET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.3
ENCLOSURE_1,ENCLOSURE,ENCLOSURE,set(),set(),10.9
ENCLOSURE_2,ENCLOSURE,ENCLOSURE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",12.5
FELTTIPPEN_1,FELTTIPPEN,FELTTIPPEN,set(),set(),9.9
FELTTIPPEN_2,FELTTIPPEN,FELTTIPPEN,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",9.8
LIFESAVER_1,LIFESAVER,LIFESAVER,set(),set(),10.4
LIFESAVER_2,LIFESAVER,LIFESAVER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
POLICE_1,POLICE,POLICE,set(),set(),10.5
POLICE_2,POLICE,POLICE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PYJAMASDIM_1,PYJAMASDIM,PYJAMASDIM,set(),set(),10.600000000000001
PYJAMASDIM_2,PYJAMASDIM,PYJAMASDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
CAROUSEL_3,CAROUSEL,CAROUSEL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",9.9
CAROUSEL_4,CAROUSEL,CAROUSEL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TROUSERS_1,TROUSERS,TROUSERS,set(),set(),11.4
TROUSERS_2,TROUSERS,TROUSERS,set(),"{('null', frozenset()), ('null', frozenset({'-atomic'}))}",11.0
PYJAMAS_1,PYJAMAS,PYJAMAS,set(),set(),9.700000000000001
PYJAMAS_2,PYJAMAS,PYJAMAS,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.5
BLITZ_1,BLITZ,BLITZ,set(),set(),10.0
BLITZ_2,BLITZ,BLITZ,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
NAME_1,NAME,NAME,set(),set(),10.0
NAME_2,NAME,NAME,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.4
NAPPY_3,NAPPY,NAPPY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
NAPPY_4,NAPPY,NAPPY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
GARAGE_1,GARAGE,GARAGE,set(),set(),9.9
GARAGE_2,GARAGE,GARAGE,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",12.0
AFTERNOON_1,AFTERNOON,AFTERNOON,set(),set(),9.9
AFTERNOON_2,AFTERNOON,AFTERNOON,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
SNOW_1,SNOW,SNOW,set(),set(),10.4
SNOW_2,SNOW,SNOW,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
STORM_1,STORM,STORM,set(),set(),10.5
STORM_2,STORM,STORM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
null_62,null,nominalizer,"{'i_1', 'o_1'}","{('null', frozenset({'+atomic'})), ('null', frozenset({'-atomic'}))}",8.800000000000006
WEEK_1,WEEK,WEEK,set(),set(),10.200000000000001
WEEK_2,WEEK,WEEK,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
HANDBAGDIM_1,HANDBAGDIM,HANDBAGDIM,set(),set(),9.9
HANDBAGDIM_2,HANDBAGDIM,HANDBAGDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TONGUE_1,TONGUE,TONGUE,set(),set(),9.8
TONGUE_2,TONGUE,TONGUE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CAPBDIM_1,CAPBDIM,CAPBDIM,set(),set(),10.0
CAPBDIM_2,CAPBDIM,CAPBDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
KEYA_1,KEYA,KEYA,set(),set(),10.0
KEYA_2,KEYA,KEYA,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.5
LIGHTHOUSE_1,LIGHTHOUSE,LIGHTHOUSE,set(),set(),10.5
LIGHTHOUSE_2,LIGHTHOUSE,LIGHTHOUSE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
WHEELA_1,WHEELA,WHEELA,set(),set(),9.700000000000001
WHEELA_2,WHEELA,WHEELA,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
SOFA_3,SOFA,SOFA,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
SOFA_4,SOFA,SOFA,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.5
HORSEY_1,HORSEY,HORSEY,set(),set(),10.0
HORSEY_2,HORSEY,HORSEY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
NAILDIM_1,NAILDIM,NAILDIM,set(),set(),9.8
NAILDIM_2,NAILDIM,NAILDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
BRUSH_1,BRUSH,BRUSH,set(),set(),9.9
BRUSH_2,BRUSH,BRUSH,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
FORCE_1,FORCE,FORCE,set(),set(),10.0
FORCE_2,FORCE,FORCE,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
CAT_3,CAT,CAT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.400000000000002
CAT_4,CAT,CAT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",11.3
WHISTLE_1,WHISTLE,WHISTLE,set(),set(),10.0
WHISTLE_2,WHISTLE,WHISTLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
KAZOO_1,KAZOO,KAZOO,set(),set(),9.9
KAZOO_2,KAZOO,KAZOO,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.0
BALLOONDIM_3,BALLOONDIM,BALLOONDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.000000000000002
BALLOONDIM_4,BALLOONDIM,BALLOONDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",13.200000000000001
CONTOUR_1,CONTOUR,CONTOUR,set(),set(),10.0
CONTOUR_2,CONTOUR,CONTOUR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
CHEEK_1,CHEEK,CHEEK,set(),set(),9.9
CHEEK_2,CHEEK,CHEEK,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
MALEDIM_1,MALEDIM,MALEDIM,set(),set(),9.9
MALEDIM_2,MALEDIM,MALEDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
CHEEK_3,CHEEK,CHEEK,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
CHEEK_4,CHEEK,CHEEK,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
STAINDIM_1,STAINDIM,STAINDIM,set(),set(),10.5
STAINDIM_2,STAINDIM,STAINDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
NETTINGDIM_1,NETTINGDIM,NETTINGDIM,set(),set(),9.9
NETTINGDIM_2,NETTINGDIM,NETTINGDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TVB_1,TVB,TVB,set(),set(),10.0
TVB_2,TVB,TVB,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
REMOTECONTROL_1,REMOTECONTROL,REMOTECONTROL,set(),set(),9.9
REMOTECONTROL_2,REMOTECONTROL,REMOTECONTROL,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
VIDEOCAMERA_1,VIDEOCAMERA,VIDEOCAMERA,set(),set(),10.0
VIDEOCAMERA_2,VIDEOCAMERA,VIDEOCAMERA,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
null_63,null,nominalizer,"{'a_2', 'i_1'}","{('a', frozenset({'+atomic'}))}",13.199999999999996
null_64,null,nominalizer,"{'a_2', 'i_1'}","{('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",12.799999999999997
null_65,null,nominalizer,"{'a_2', 'i_1'}","{('a', frozenset({'+atomic'})), ('null', frozenset({'-atomic'}))}",12.499999999999996
null_66,null,nominalizer,"{'a_2', 'e_2'}","{('a', frozenset({'+atomic'})), ('a', frozenset({'-atomic'}))}",14.499999999999996
RASPBERRYA_1,RASPBERRYA,RASPBERRYA,set(),set(),10.0
RASPBERRYA_2,RASPBERRYA,RASPBERRYA,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
SPRING_1,SPRING,SPRING,set(),set(),9.9
SPRING_2,SPRING,SPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
RASPBERRYA_3,RASPBERRYA,RASPBERRYA,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
RASPBERRYA_4,RASPBERRYA,RASPBERRYA,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
FLOWER_3,FLOWER,FLOWER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.4
FLOWER_4,FLOWER,FLOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",10.0
null_67,null,nominalizer,"{'a_2', 'i_1'}","{('null', frozenset({'-atomic'}))}",9.8
BAND_1,BAND,BAND,set(),set(),9.9
BAND_2,BAND,BAND,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
DRUMB_1,DRUMB,DRUMB,set(),set(),10.5
DRUMB_2,DRUMB,DRUMB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
TRUMPET_3,TRUMPET,TRUMPET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",11.0
TRUMPET_4,TRUMPET,TRUMPET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
RUN_3,RUN,RUN,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
RUN_4,RUN,RUN,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SIGNOR_1,SIGNOR,SIGNOR,set(),set(),10.4
SIGNOR_2,SIGNOR,SIGNOR,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.200000000000001
TURN_1,TURN,TURN,set(),set(),10.4
TURN_2,TURN,TURN,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
TURTLEDIM_1,TURTLEDIM,TURTLEDIM,set(),set(),10.5
TURTLEDIM_2,TURTLEDIM,TURTLEDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
REINDEER_1,REINDEER,REINDEER,set(),set(),9.9
REINDEER_2,REINDEER,REINDEER,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SHOVEL_1,SHOVEL,SHOVEL,set(),set(),10.5
SHOVEL_2,SHOVEL,SHOVEL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
FELTTIPPEN_3,FELTTIPPEN,FELTTIPPEN,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
FELTTIPPEN_4,FELTTIPPEN,FELTTIPPEN,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
RULER_1,RULER,RULER,set(),set(),10.0
RULER_2,RULER,RULER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
TRUCK_3,TRUCK,TRUCK,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
TRUCK_4,TRUCK,TRUCK,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'})), ('null', frozenset({'-atomic'}))}",10.5
PASTEBOARD_1,PASTEBOARD,PASTEBOARD,set(),set(),10.5
PASTEBOARD_2,PASTEBOARD,PASTEBOARD,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
TRIAL_1,TRIAL,TRIAL,set(),set(),9.9
TRIAL_2,TRIAL,TRIAL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
CONTOUR_3,CONTOUR,CONTOUR,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
CONTOUR_4,CONTOUR,CONTOUR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
LENS_1,LENS,LENS,set(),set(),10.0
LENS_2,LENS,LENS,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
PROFILE_1,PROFILE,PROFILE,set(),set(),9.9
PROFILE_2,PROFILE,PROFILE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
ROSE_1,ROSE,ROSE,set(),set(),9.9
ROSE_2,ROSE,ROSE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
NOSEAUG_1,NOSEAUG,NOSEAUG,set(),set(),10.0
NOSEAUG_2,NOSEAUG,NOSEAUG,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
SHEETA_1,SHEETA,SHEETA,set(),set(),9.600000000000001
SHEETA_2,SHEETA,SHEETA,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",12.0
JAR_1,JAR,JAR,set(),set(),10.4
JAR_2,JAR,JAR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
MATDIM_1,MATDIM,MATDIM,set(),set(),9.9
MATDIM_2,MATDIM,MATDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
null_68,null,nominalizer,"{'a_2', 'i_1'}","{('e', frozenset({'+atomic'}))}",9.400000000000002
null_69,null,nominalizer,"{'a_2', 'i_1'}","{('o', frozenset({'+atomic'}))}",10.3
null_70,null,nominalizer,"{'a_2', 'i_1'}","{('null', frozenset({'+atomic'}))}",9.700000000000001
STREET_1,STREET,STREET,set(),set(),9.9
STREET_2,STREET,STREET,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
FATHER_1,FATHER,FATHER,set(),set(),9.9
FATHER_2,FATHER,FATHER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BULLDOG_1,BULLDOG,BULLDOG,set(),set(),10.5
BULLDOG_2,BULLDOG,BULLDOG,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
SPIN_1,SPIN,SPIN,set(),set(),10.0
SPIN_2,SPIN,SPIN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CANDLEDIM_1,CANDLEDIM,CANDLEDIM,set(),set(),11.0
CANDLEDIM_2,CANDLEDIM,CANDLEDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",9.9
CANDLEDIM_3,CANDLEDIM,CANDLEDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
CANDLEDIM_4,CANDLEDIM,CANDLEDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
REPLY_1,REPLY,REPLY,set(),set(),10.0
REPLY_2,REPLY,REPLY,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CAPB_1,CAPB,CAPB,set(),set(),10.0
CAPB_2,CAPB,CAPB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
MARKETDIM_1,MARKETDIM,MARKETDIM,set(),set(),10.5
MARKETDIM_2,MARKETDIM,MARKETDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
HAT_3,HAT,HAT,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
HAT_4,HAT,HAT,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.4
BANANA_1,BANANA,BANANA,set(),set(),10.0
BANANA_2,BANANA,BANANA,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.4
GIRAFFE_1,GIRAFFE,GIRAFFE,set(),set(),10.200000000000001
GIRAFFE_2,GIRAFFE,GIRAFFE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.5
BABYBOTTLE_1,BABYBOTTLE,BABYBOTTLE,set(),set(),9.9
BABYBOTTLE_2,BABYBOTTLE,BABYBOTTLE,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
SIREN_1,SIREN,SIREN,set(),set(),10.0
SIREN_2,SIREN,SIREN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
METER_1,METER,METER,set(),set(),10.0
METER_2,METER,METER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
BEARD_1,BEARD,BEARD,set(),set(),10.5
BEARD_2,BEARD,BEARD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PACKAGEDIM_3,PACKAGEDIM,PACKAGEDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
PACKAGEDIM_4,PACKAGEDIM,PACKAGEDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
RIBBON_1,RIBBON,RIBBON,set(),set(),9.9
RIBBON_2,RIBBON,RIBBON,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
LITTLEFINGER_1,LITTLEFINGER,LITTLEFINGER,set(),set(),10.5
LITTLEFINGER_2,LITTLEFINGER,LITTLEFINGER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
KNOTDIM_1,KNOTDIM,KNOTDIM,set(),set(),10.4
KNOTDIM_2,KNOTDIM,KNOTDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
DRAWER_1,DRAWER,DRAWER,set(),set(),9.9
DRAWER_2,DRAWER,DRAWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
BREATHLESSNESS_1,BREATHLESSNESS,BREATHLESSNESS,set(),set(),10.0
BREATHLESSNESS_2,BREATHLESSNESS,BREATHLESSNESS,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
DRAWERS_1,DRAWERS,DRAWERS,set(),set(),10.5
DRAWERS_2,DRAWERS,DRAWERS,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
STICK_1,STICK,STICK,set(),set(),9.8
STICK_2,STICK,STICK,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",12.0
TOY_1,TOY,TOY,set(),set(),9.9
TOY_2,TOY,TOY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
COMB_1,COMB,COMB,set(),set(),9.9
COMB_2,COMB,COMB,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
SAW_1,SAW,SAW,set(),set(),9.9
SAW_2,SAW,SAW,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
SOLDIER_1,SOLDIER,SOLDIER,set(),set(),9.9
SOLDIER_2,SOLDIER,SOLDIER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
GUN_1,GUN,GUN,set(),set(),10.5
GUN_2,GUN,GUN,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
MEDICINE_1,MEDICINE,MEDICINE,set(),set(),9.8
MEDICINE_2,MEDICINE,MEDICINE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
CRUMBDIM_1,CRUMBDIM,CRUMBDIM,set(),set(),10.0
CRUMBDIM_2,CRUMBDIM,CRUMBDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
FINGER_5,FINGER,FINGER,set(),"{('null', frozenset()), ('a', frozenset({'-atomic'}))}",9.9
FINGER_6,FINGER,FINGER,set(),"{('null', frozenset()), ('a', frozenset({'-atomic'})), ('o', frozenset({'+atomic'}))}",10.0
ARMS_1,ARMS,ARMS,set(),set(),10.5
ARMS_2,ARMS,ARMS,set(),"{('null', frozenset()), ('a', frozenset({'-atomic'}))}",10.0
TRAIL_1,TRAIL,TRAIL,set(),set(),11.200000000000001
TRAIL_2,TRAIL,TRAIL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",12.5
PISTOL_1,PISTOL,PISTOL,set(),set(),12.000000000000002
PISTOL_2,PISTOL,PISTOL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",13.5
