Line,le_1,i_1,null_1,null_2,SHIP_1,SHIP_2,lo_1,l_1,e_1,o_1,o_2,null_3,null_4,BOOK_1,BOOK_2,una_1,a_1,null_5,null_6,BALL_1,BALL_2,la_1,a_2,un_1,null_7,null_8,ANCHOR_1,ANCHOR_2,li_1,i_2,null_9,null_10,TOMATO_1,TOMATO_2,POTATO_1,POTATO_2,e_2,null_11,SHIP_3,e_3,null_12,null_13,ANCHOR_3,uno_1,CASTLE_1,CASTLE_2,null_14,KEY_1,KEY_2,null_15,SHELF_1,SHELF_2,MOUSE_1,MOUSE_2,SHELF_3,CASTLE_3,MOUSE_3,FROG_1,FROG_2,POTATO_3,null_16,null_17,null_18,FROG_3,FLOWER_1,FLOWER_2,BALL_3,KEY_3,null_19,null_20,BOOK_3,null_21,null_22,null_23,null_24,TOMATO_3,FLOWER_3,null_25,null_26,null_27,null_28,null_29,null_30
44,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,20.90000000000005,12.99999999999999,13.999999999999986,9.8,9.8,10.0,9.9,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.1,14.099999999999985,12.99999999999999,9.9,9.9,10.0,10.1,10.2,13.099999999999989,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.600000000000001,10.1,10.0,9.700000000000001,9.9,10.399999999999999,10.0,10.1,10.1,10.0,9.9,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,10.0,10.0,9.8,10.0,10.1,10.0,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.2,10.1,10.0,10.0,10.1,10.0,,,,,
45,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,21.200000000000053,13.099999999999989,14.299999999999985,9.8,9.8,10.0,9.9,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.1,14.099999999999985,13.099999999999989,9.9,9.9,10.0,10.1,10.2,13.199999999999989,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.500000000000002,10.1,10.0,9.700000000000001,9.9,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,10.0,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.2,10.1,10.0,10.0,10.1,10.0,,,,,
46,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,21.400000000000055,12.99999999999999,14.399999999999984,9.8,9.8,10.0,9.8,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.1,14.199999999999985,13.099999999999989,9.9,9.9,10.0,10.1,10.2,13.399999999999988,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.500000000000002,10.1,10.0,9.600000000000001,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,10.0,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.2,10.1,10.0,10.0,10.1,10.0,,,,,
47,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,21.60000000000006,13.199999999999989,14.499999999999984,9.8,9.700000000000001,10.0,9.8,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.1,14.299999999999985,13.099999999999989,9.9,9.9,10.0,10.1,10.2,13.299999999999988,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.500000000000002,10.1,10.0,9.500000000000002,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,10.0,10.0,10.0,10.0,10.2,10.1,10.0,10.0,10.1,10.0,,,,,
48,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,22.100000000000065,13.299999999999988,14.899999999999983,9.9,9.9,10.1,9.8,10.2,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.1,14.299999999999985,13.199999999999989,9.9,9.9,10.0,10.1,10.2,13.399999999999988,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.500000000000002,10.1,10.0,9.500000000000002,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,10.0,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
49,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,22.50000000000007,13.399999999999988,15.199999999999982,9.9,9.9,10.1,9.8,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.0,14.299999999999985,13.299999999999988,9.9,9.9,10.0,10.1,10.2,13.499999999999988,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.400000000000002,10.1,10.0,9.500000000000002,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.299999999999999,10.1,10.599999999999998,10.0,9.9,10.0,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
50,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,22.800000000000075,13.499999999999988,15.49999999999998,9.9,9.9,10.1,9.8,10.1,10.299999999999999,10.399999999999999,10.0,10.0,9.9,10.2,10.0,14.199999999999985,13.399999999999988,9.9,9.9,10.0,10.1,10.2,13.599999999999987,9.600000000000001,10.699999999999998,9.9,10.1,9.9,10.2,9.300000000000002,10.1,10.0,9.500000000000002,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
51,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,22.900000000000077,13.499999999999988,15.49999999999998,9.9,9.9,10.1,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.9,10.2,10.0,14.299999999999985,13.499999999999988,9.9,9.9,10.0,10.0,10.2,13.599999999999987,9.600000000000001,10.599999999999998,9.9,10.1,9.9,10.2,9.300000000000002,10.1,10.0,9.500000000000002,9.8,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
52,10.1,10.399999999999999,10.0,10.2,10.1,10.0,10.0,23.10000000000008,13.399999999999988,15.59999999999998,9.9,9.9,10.1,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.9,10.2,10.0,14.399999999999984,13.499999999999988,9.9,9.9,10.0,10.0,10.2,13.799999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.9,10.2,9.300000000000002,10.1,10.0,9.400000000000002,9.700000000000001,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
53,10.0,10.299999999999999,10.0,10.2,10.1,10.0,10.0,23.400000000000084,13.599999999999987,15.69999999999998,9.9,9.9,10.0,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.8,10.2,10.0,14.499999999999984,13.499999999999988,9.9,9.9,10.0,10.0,10.2,13.799999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.9,10.2,9.300000000000002,10.1,10.0,9.400000000000002,9.700000000000001,10.399999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
54,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,23.80000000000009,13.699999999999987,15.69999999999998,9.8,9.9,10.0,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.8,10.2,10.0,14.799999999999983,13.599999999999987,9.9,9.9,10.0,10.0,10.2,13.899999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.400000000000002,9.700000000000001,10.299999999999999,10.0,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
55,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.100000000000094,13.799999999999986,15.69999999999998,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.8,10.2,10.0,14.999999999999982,13.699999999999987,9.8,9.9,10.0,10.0,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.400000000000002,9.700000000000001,10.299999999999999,9.9,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.299999999999999,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
56,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.300000000000097,13.999999999999986,15.79999999999998,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.8,10.2,10.0,15.099999999999982,13.699999999999987,9.8,9.9,10.0,9.9,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.1,10.1,10.0,9.8,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,10.0,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
57,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.400000000000098,13.999999999999986,15.899999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.2,10.0,10.0,9.8,10.2,10.0,15.099999999999982,13.899999999999986,9.8,9.9,10.0,9.9,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.700000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,10.0,10.1,9.9,10.2,10.1,10.599999999999998,10.0,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,,,,
58,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.5000000000001,13.999999999999986,15.899999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.299999999999999,10.0,10.0,9.8,10.2,10.0,15.299999999999981,14.199999999999985,9.8,10.1,10.0,9.9,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.700000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,10.0,10.1,9.9,10.2,10.299999999999999,10.599999999999998,10.1,9.9,9.9,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.0,10.0,,
59,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.6000000000001,13.999999999999986,15.999999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.2,10.0,10.0,9.8,10.2,10.0,15.299999999999981,14.299999999999985,9.8,10.1,10.0,9.9,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,10.0,10.1,9.9,10.2,10.299999999999999,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.0,10.0,,
60,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,24.700000000000102,13.999999999999986,15.999999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.1,10.0,10.0,9.8,10.2,10.0,15.39999999999998,14.399999999999984,9.8,10.0,10.0,9.9,10.2,13.999999999999986,9.600000000000001,10.599999999999998,9.8,10.1,9.8,10.2,9.300000000000002,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.9,10.1,9.9,10.2,10.299999999999999,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.0,10.0,,
61,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,25.000000000000107,14.099999999999985,15.899999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.1,10.0,10.0,9.8,10.2,10.0,15.69999999999998,14.499999999999984,9.8,10.0,10.0,9.9,10.2,14.099999999999985,9.600000000000001,10.499999999999998,9.8,10.1,9.8,10.2,9.200000000000003,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.9,10.0,9.9,10.2,10.299999999999999,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.0,10.0,,
62,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,25.500000000000114,14.199999999999985,15.899999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.299999999999999,10.2,10.0,10.0,9.8,10.2,10.0,16.09999999999998,14.599999999999984,9.8,10.2,10.0,9.9,10.2,14.199999999999985,9.600000000000001,10.499999999999998,9.8,10.1,9.8,10.2,9.200000000000003,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.2,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.9,10.1,9.9,10.2,10.499999999999998,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
63,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,25.600000000000115,14.199999999999985,15.999999999999979,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.2,10.0,10.0,9.8,10.2,10.0,16.09999999999998,14.799999999999983,9.8,10.2,10.0,9.9,10.2,14.199999999999985,9.600000000000001,10.499999999999998,9.8,10.0,9.8,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.700000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.9,10.1,9.9,10.2,10.499999999999998,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
64,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,25.700000000000117,14.199999999999985,15.999999999999979,9.600000000000001,9.9,10.0,9.8,10.1,10.2,10.2,10.0,10.0,9.8,10.2,10.0,16.19999999999998,14.899999999999983,9.8,10.2,10.0,9.9,10.2,14.199999999999985,9.600000000000001,10.499999999999998,9.8,10.0,9.8,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.600000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.9,10.2,10.499999999999998,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.299999999999999,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
65,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,25.800000000000118,14.199999999999985,16.19999999999998,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.2,10.0,10.0,9.8,10.2,10.0,16.19999999999998,15.199999999999982,9.8,10.2,10.0,9.9,10.2,14.199999999999985,9.600000000000001,10.499999999999998,9.8,10.1,9.8,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.600000000000001,10.299999999999999,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.9,10.2,10.499999999999998,10.599999999999998,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
66,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.9,26.200000000000124,14.499999999999984,16.299999999999983,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.2,10.0,10.0,9.8,10.2,10.0,16.299999999999983,15.199999999999982,9.8,10.2,10.0,9.9,10.2,14.199999999999985,9.600000000000001,10.499999999999998,9.8,10.1,9.9,10.2,9.100000000000003,10.1,10.0,9.400000000000002,9.600000000000001,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.9,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.8,9.9,10.0,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
67,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.8,26.60000000000013,14.599999999999984,16.299999999999983,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.1,10.0,10.0,9.8,10.2,10.0,16.599999999999987,15.299999999999981,9.8,10.2,10.0,9.9,10.2,14.299999999999985,9.600000000000001,10.499999999999998,9.8,10.1,9.9,10.2,9.100000000000003,10.1,10.0,9.400000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.9,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.8,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
68,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.8,26.800000000000132,14.599999999999984,16.399999999999984,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.1,10.0,10.0,9.8,10.2,10.0,16.69999999999999,15.299999999999981,9.8,10.2,10.0,9.9,10.2,14.499999999999984,9.600000000000001,10.499999999999998,9.8,10.1,9.9,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.9,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
69,10.0,10.299999999999999,10.0,10.2,10.1,10.0,9.700000000000001,27.200000000000138,14.699999999999983,16.399999999999984,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.0,10.0,10.0,9.8,10.2,10.0,16.999999999999993,15.39999999999998,9.8,10.2,10.0,9.9,10.2,14.599999999999984,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.8,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
70,10.0,10.2,10.0,10.2,10.1,10.0,9.700000000000001,27.500000000000142,14.899999999999983,16.499999999999986,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.0,10.0,10.0,9.8,10.2,10.0,17.099999999999994,15.39999999999998,9.700000000000001,10.2,10.0,9.9,10.1,14.599999999999984,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,9.100000000000003,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.1,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
71,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,27.600000000000144,14.899999999999983,16.399999999999984,9.700000000000001,9.9,10.0,9.8,10.1,10.2,10.0,10.0,10.0,9.8,10.2,10.0,17.199999999999996,15.49999999999998,9.700000000000001,10.2,10.0,9.9,10.1,14.599999999999984,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,9.000000000000004,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,10.0,10.0,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
72,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,27.900000000000148,14.999999999999982,16.399999999999984,9.700000000000001,9.9,10.0,9.8,10.1,10.2,9.9,10.0,10.0,9.8,10.2,10.0,17.4,15.59999999999998,9.700000000000001,10.1,10.0,9.9,10.1,14.699999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,9.000000000000004,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.9,10.0,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
73,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,28.200000000000152,15.099999999999982,16.299999999999983,9.700000000000001,9.8,10.0,9.8,10.1,10.2,9.9,10.0,10.0,9.8,10.2,10.0,17.700000000000003,15.69999999999998,9.700000000000001,10.1,10.0,9.9,10.1,14.799999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.900000000000004,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.0,10.0,10.0,10.0,9.9,9.9,9.9,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
74,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,28.500000000000156,15.199999999999982,16.599999999999987,9.700000000000001,9.8,10.0,9.8,10.1,10.2,9.8,10.0,10.0,9.8,10.2,10.0,17.700000000000003,15.79999999999998,9.600000000000001,10.1,10.0,9.9,10.1,14.899999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.900000000000004,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,9.9,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.2,10.699999999999998,10.2,10.1,10.0,10.1,10.1,10.1,10.1,10.1,,
75,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,28.600000000000158,15.199999999999982,16.79999999999999,9.8,10.0,10.1,9.8,10.1,10.2,9.8,10.0,10.0,9.8,10.2,10.0,17.700000000000003,16.09999999999998,9.600000000000001,10.1,10.0,9.9,10.1,14.899999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.900000000000004,10.1,10.0,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.1,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.799999999999997,10.299999999999999,10.2,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
76,10.0,10.2,10.0,10.2,10.1,9.9,9.700000000000001,28.70000000000016,15.199999999999982,16.69999999999999,9.8,10.0,10.1,9.8,10.1,10.2,9.8,10.0,10.0,9.8,10.2,10.0,17.800000000000004,16.19999999999998,9.600000000000001,10.1,10.0,9.9,10.1,14.899999999999983,9.600000000000001,10.399999999999999,9.8,10.1,9.9,10.2,8.800000000000004,10.1,9.9,9.300000000000002,9.500000000000002,10.499999999999998,9.9,10.0,10.1,10.0,9.600000000000001,9.700000000000001,9.8,10.0,10.0,10.0,10.0,9.8,9.9,10.0,9.8,9.700000000000001,10.1,9.8,10.299999999999999,10.699999999999998,10.799999999999997,10.1,9.9,9.700000000000001,9.9,9.9,9.9,10.0,10.0,10.399999999999999,10.799999999999997,10.299999999999999,10.2,10.0,10.1,10.2,10.299999999999999,10.1,10.1,,
