Baseform,femm,masc
serv,,o_i
servent,,e_i
server,,r_r
servett,a_e,
service,,e_e
servigi,,o_i
servilism,,o_i
servitor,,e_i
servizi,,o_i
serviziett,,o_i
servosterz,,o_i
sess,,o_i
sessantasei,,i_i
sessantenn,,e_i
sessantin,a_e,
sessantottin,,o_i
session,n_n,
sessuofob,,o_i
sessuolog,a_e,o_i
sestett,,o_i
sestier,,e_i
set,a_e,t_t
setacci,,o_i
sete,e_i,
sett,a_e,o_i
settantenn,,e_i
settantenni,,o_i
settari,,o_i
settarism,,o_i
settecento,,o_o
settembr,,e_i
settembre,,e_i
settennat,,o_i
settentrional,,e_i
settim,a_e,
settiman,a_e,
settimanal,,e_i
settor,,e_i
sevizi,a_e,
seviziator,,e_i
sezion,e_i,
sfaccettatur,a_e,
sfacciataggin,e_i,
sfacel,,o_i
sfaldament,,o_i
sfarfalli,,o_i
sfarz,,o_i
sfasament,,o_i
sfasatur,a_e,
sfasci,,o_i
sfasciacarrozze,,e_e
sfavilli,,o_i
sfavor,,e_i
sfer,a_e,
sferz,a_e,
sferzat,a_e,
sfid,a_e,
sfidant,,e_i
sfiduciat,,o_i
sfig,a_e,
sfigat,,o_i
sfilacciament,,o_i
sfilat,a_e,
sfilatin,,o_i
sfilz,a_e,
sfiniment,,o_i
sfinter,,e_i
sfizi,,o_i
sfog,,o_i
sfoggi,,o_i
sfogli,a_e,
sfogliatell,a_e,
sfollagente,,e_e
sfollament,,o_i
sfollat,,o_i
sfoltiment,,o_i
sfond,,o_i
sfondament,,o_i
sforament,,o_i
sforbiciat,a_e,
sfortun,a_e,
sfortunat,a_e,o_i
sforz,,o_i
sfracell,,o_i
sfratt,,o_i
sfregament,,o_i
sfregi,,o_i
sfrenat,a_e,
sfrenatezz,a_e,
sfrontatezz,a_e,
sfruttament,,o_i
sfruttator,,e_i
sfumatur,a_e,
sfuriat,a_e,
sgabell,,o_i
sgabuzzin,,o_i
sgambatur,a_e,
sgambett,,o_i
sganciament,,o_i
sgangherat,,o_i
sgangheratezz,a_e,
sgarb,,o_i
sgarr,,o_i
sgherr,,o_i
sghignazz,,o_i
sgobbon,,e_i
sgoccioli,,o_i
sgomber,,o_i
sgoment,,o_i
sgozzament,,o_i
sgradevolezz,a_e,
sgrammaticatur,a_e,
sgravi,,o_i
sgretolament,,o_i
sgridat,a_e,
sgroppat,a_e,
sguard,,o_i
shampoo,,o_o
sherpa,,a_a
shock,,k_k
shopping,,g_g
show,,w_w
showgirl,l_l,
showma,,n_n
showroom,,m_m
shuttle,,e_e
siames,,e_i
sibil,,o_i
sibillin,a_e,
sicari,,o_i
sicilian,a_e,o_i
sicumer,a_e,
sicurezz,a_e,
siderurgi,a_e,
siderurgic,,o_i
siep,e_i,
sier,,o_i
sieropositiv,,o_i
siest,a_e,
sifon,,e_i
sigar,,o_i
sigarai,a_e,
sigarett,a_e,
sigill,,o_i
sigl,a_e,
significant,,e_i
significat,,o_i
significazion,e_i,
signor,a_e,r_i
signore,a_e,
signori,a_e,
signorin,a_e,o_i
signorott,,o_i
sikh,,h_h
silenzi,,o_i
silenziator,,e_i
silhouette,e_e,
silici,,o_i
silicon,,e_i
sillab,a_e,
sillabari,,o_i
sillog,e_i,
sillogism,,o_i
silos,,s_s
silurament,,o_i
sim,m_m,
simbiosi,i_i,
simbol,,o_i
simbolism,,o_i
simbolist,,a_i
simbologi,a_e,
simil,,e_i
similitudin,e_i,
simmetri,a_e,
simpati,a_e,
simpatic,a_e,o_i
simpaticon,,e_i
simpatizzant,,e_i
simposi,,o_i
simulacr,,o_i
simulator,,e_i
simulazion,e_i,
sin,n_n,n_n
sinagog,a_e,
sinapsi,i_i,
sincer,,o_i
sincretism,,o_i
sincroni,a_e,
sincronism,,o_i
sincrotron,,e_i
sindac,,o_i
sindacalism,,o_i
sindacalist,a_e,a_i
sindacalista,a_e,a_i
sindacalizzazion,e_i,
sindacat,,o_i
sindacatin,,o_i
sindrom,e_i,
sinecur,a_e,
sinergi,a_e,
sinfoni,a_e,
sinfonism,,o_i
singales,,e_i
singhiozz,,o_i
single,e_e,e_e
singol,,o_i
singolar,,e_i
singolarist,,a_i
singult,,o_i
sinistr,a_e,o_i
sinod,,o_i
sinolog,,o_i
sinonim,,o_i
sintassi,i_i,
sintesi,i_i,
sintetizzator,,e_i
sintom,,o_i
sintomatologi,a_e,
sintoni,a_e,
sinusit,e_i,
sionism,,o_i
sipari,,o_i
sipariett,,o_i
siracusan,,o_i
siren,a_e,
sirenett,a_e,
sirian,,o_i
siring,a_e,
sism,,a_i
sismograf,,o_i
sismolog,,o_i
sistem,,a_i
sistematic,a_e,
sistemazion,e_i,
sistemist,,a_i
sit,,t_t
situation,n_n,
situazion,e_i,
sketc,,h_s
skilift,,t_t
skiman,,n_n
skin,,n_n
skinhea,,d_s
slalom,,m_m
slalomist,a_e,a_i
slalomista,a_e,a_i
slam,,m_m
slanci,,o_i
slang,,g_g
slarg,,o_i
slav,a_e,o_i
slavin,a_e,
slavist,,a_i
slip,,p_p
slitt,a_e,
slittament,,o_i
slittin,,o_i
sloga,,n_s
slogan,,n_n
slot,,t_t
slovacc,,o_i
sloven,a_e,o_i
slum,,m_m
smacc,,o_i
smagliatur,a_e,
smaliziat,,o_i
smalt,,o_i
smaltiment,,o_i
smani,a_e,
smantellament,,o_i
smargiassat,a_e,
smarriment,,o_i
smarrit,,o_i
smembrament,,o_i
smemorat,,o_i
smemoratezz,a_e,
smentit,a_e,
smistament,,o_i
smobilitazion,e_i,
smobilizz,,o_i
smog,,g_g
smoking,,g_g
smontaggi,,o_i
smorfi,a_e,
smorzat,a_e,
smottament,,o_i
snack,,k_k
snaturament,,o_i
snellezz,a_e,
snelliment,,o_i
snob,,b_b
snobism,,o_i
snod,,o_i
soap,p_p,
soav,e_i,
sobbalz,,o_i
sobborg,,o_i
sobillator,,e_i
sobri,a_e,o_i
soccer,,r_r
soccombent,,e_i
soccorritor,,e_i
soccors,,o_i
soci,a_e,o_i
socialdemocratic,,o_i
socialdemocrazi,a_e,
socialism,,o_i
socialist,a_e,a_i
socialista,a_e,a_i
socializzazion,e_i,
sociobiolog,,o_i
sociolog,a_e,o_i
sociologi,a_e,
sociologism,,o_i
sod,a_e,
sodal,,e_i
sodalizi,,o_i
soddisfaciment,,o_i
soddisfazion,e_i,
sodomi,a_e,
sofferente,e_i,e_i
sofferenti,e_i,e_i
sofferenz,a_e,
soffi,,o_i
soffiat,a_e,
soffice,e_i,e_i
soffici,e_i,e_i
soffiett,,o_i
soffitt,a_e,o_i
soffocament,,o_i
sofism,,a_i
sofist,,a_i
sofisticat,a_e,
sofisticazion,e_i,
sofisticheri,a_e,
softwar,,e_s
software,,e_e
soggett,a_e,o_i
soggettist,,a_i
soggezion,e_i,
sogghign,,o_i
soggiorn,,o_i
soggiornant,,e_i
sogli,a_e,
sogliol,a_e,
sogn,,o_i
sognator,,e_i
soi,a_e,
sol,,l_i
solai,,o_i
solarium,,m_m
solc,,o_i
sold,,o_i
soldat,,o_i
soldatacci,,o_i
soldatagli,a_e,
soldatess,a_e,
soldatin,,o_i
soldin,,o_i
solerte,e_i,e_i
solerti,e_i,e_i
solerzi,a_e,
solett,a_e,
solf,a_e,
solid,,o_i
solidarism,,o_i
soliloqui,,o_i
solist,,a_i
solit,a_e,o_i
solitari,a_e,o_i
solitudin,e_i,
sollazz,,o_i
sollecit,,o_i
sollecitazion,e_i,
sollecitudin,e_i,
solleon,,e_i
solletic,,o_i
sollevament,,o_i
sollevator,,e_i
sollevazion,e_i,
solliev,,o_i
solon,,e_i
solstizi,,o_i
soluzion,e_i,
solvent,,e_i
somal,,o_i
somar,,o_i
somatizzazion,e_i,
somiglianz,a_e,
somm,a_e,o_i
sommatori,a_e,
sommergibil,,e_i
sommess,,o_i
somministrazion,e_i,
sommoss,a_e,
sommoviment,,o_i
sommozzator,,e_i
sonagli,,o_i
sonar,,r_r
sonat,a_e,
sond,a_e,
sondaggi,,o_i
sondaggist,,a_i
sonett,,o_i
sonn,,o_i
sonnellin,,o_i
sonnifer,,o_i
sonnolenz,a_e,
sonor,a_e,o_i
soperchieri,a_e,
soppalc,,o_i
sopportazion,e_i,
soppress,a_e,o_i
soppression,e_i,
soprabit,,o_i
sopraccigli,o_a,o_i
sopraffazion,e_i,
sopralluog,,o_i
sopran,,o_i
soprannom,,e_i
soprano,o_o,o_i
soprassalt,,o_i
soprattass,a_e,
sopravissut,,o_i
sopravvalutazion,e_i,
sopravvenienz,a_e,
sopravvenut,,o_i
sopravvissut,a_e,o_i
sopravvivenz,a_e,
sopres,a_e,
soprintendente,e_i,e_i
soprintendenti,e_i,e_i
soprintendenz,a_e,
soprus,,o_i
sor,a_e,
sorbett,,o_i
sorci,,o_i
sord,,o_i
sordin,a_e,
sorell,a_e,
sorellastr,a_e,
sorellin,a_e,
sorgent,e_i,
sorpass,,o_i
sorprendent,,e_i
sorpres,a_e,
sorpresin,a_e,
sorridente,e_i,e_i
sorridenti,e_i,e_i
sorris,,o_i
sorrisett,,o_i
sorrisin,,o_i
sorrison,,e_i
sors,,o_i
sort,e_i,
sorteggi,,o_i
sortilegi,,o_i
sortit,a_e,
sorvegliant,,e_i
sorveglianz,a_e,
sos,,s_s
sosi,a_e,
sosia,a_e,a_a
sospension,e_i,
sospensiv,a_e,
sospes,,o_i
sospett,,o_i
sospettat,,o_i
sospir,,o_i
sospirat,,o_i
sost,a_e,
sostantiv,,o_i
sostanz,a_e,
sostegn,,o_i
sostenitor,,e_i
sostenitric,e_i,
sostentament,,o_i
sostitut,,o_i
sostituzion,e_i,
sostrat,,o_i
sottan,a_e,
sotterfugi,,o_i
sotterrane,,o_i
sottigliezz,a_e,
sottintes,,o_i
sottobosc,,o_i
sottocap,,o_i
sottocommission,e_i,
sottocorrent,e_i,
sottocultur,a_e,
sottofond,,o_i
sottogener,,e_i
sottogonn,a_e,
sottogovern,,o_i
sottolineatur,a_e,
sottomarin,,o_i
sottomission,e_i,
sottopass,,o_i
sottopassaggi,,o_i
sottoprodott,,o_i
sottoproletari,,o_i
sottoproletariat,,o_i
sottoscala,,a_a
sottoscritt,a_e,o_i
sottoscrittor,,e_i
sottoscrizion,e_i,
sottosegretari,,o_i
sottosegretariat,,o_i
sottospecie,e_e,
sottostant,,e_i
sottosuol,,o_i
sottotenent,,e_i
sottotett,,o_i
sottotip,,o_i
sottotitol,,o_i
sottoufficial,,e_i
sottovalutazion,e_i,
sottovest,e_i,
sottrazion,e_i,
sottufficial,,e_i
soubrette,e_e,
souk,,k_k
soul,,l_l
sound,,d_d
soviet,,t_t
sovietic,a_e,
sovietolog,,o_i
sovkhoz,,z_z
sovrabbondanz,a_e,
sovraccaric,,o_i
sovracut,,o_i
sovraesposizion,e_i,
sovrafatturazion,e_i,
sovraffollament,,o_i
sovraintendent,,e_i
sovraintendenz,a_e,
sovran,a_e,o_i
sovrappass,,o_i
sovrappopolazion,e_i,
sovrapposizion,e_i,
sovrapprezz,,o_i
sovrapproduzion,e_i,
sovrastruttur,a_e,
sovratass,a_e,
sovrattass,a_e,
sovrimpost,a_e,
sovrintendente,e_i,e_i
sovrintendenti,e_i,e_i
sovrintendenz,a_e,
sovvenzion,e_i,
sovvenzionament,,o_i
sovversion,e_i,
sovversiv,,o_i
sovversivism,,o_i
sovvertiment,,o_i
spa,a_a,
spacc,,o_i
spaccatur,a_e,
spacci,,o_i
spacciator,,e_i
spacciatric,e_i,
spacconat,a_e,
spad,a_e,
spadaccin,,o_i
spadon,,e_i
spaesament,,o_i
spag,,o_i
spaghett,,o_i
spagnol,,o_i
spall,a_e,
spallat,a_e,
spallett,a_e,
spallier,a_e,
spallin,a_e,
spalt,,o_i
spann,a_e,
spar,,o_i
sparator,,e_i
sparatori,a_e,
spareggi,,o_i
spargiment,,o_i
sparizion,e_i,
sparring,,g_g
spartit,,o_i
spartizion,e_i,
spasim,,o_i
spasimant,,e_i
spasm,,o_i
spauracchi,,o_i
spavalderi,a_e,
spavent,,o_i
spaventapasseri,,i_i
spazi,,o_i
spazzacamin,,o_i
spazzaneve,,e_e
spazzatur,a_e,
spazzin,,o_i
spazzol,a_e,
spazzolin,,o_i
speaker,,r_r
specchi,,o_i
specchier,a_e,
specchiett,,o_i
speci,e_i,
special,,l_l
specialism,,o_i
specialist,a_e,a_i
specialista,a_e,a_i
specializzazion,e_i,
specie,e_i,
specific,a_e,o_i
specificazion,e_i,
speculator,,e_i
speculazion,e_i,
spedizion,e_i,
spedizionier,,e_i
speechwriter,,r_r
spegniment,,o_i
speleolog,,o_i
spelonc,a_e,
spendaccion,,e_i
spensierat,,o_i
spensieratezz,a_e,
speranz,a_e,
sperequazion,e_i,
spericolat,,o_i
spericolatezz,a_e,
sperimentalism,,o_i
sperimentator,,e_i
sperimentazion,e_i,
sperm,,a_i
spermatozo,,o_i
speron,,e_i
speronament,,o_i
sperper,,o_i
spes,a_e,
spessor,,e_i
spettacol,,o_i
spettacolarizzazion,e_i,
spettacolin,,o_i
spettacolon,,e_i
spettanz,a_e,
spettator,,e_i
spettatric,e_i,
spettr,,o_i
spettrometr,,o_i
spezi,a_e,
spezzatur,a_e,
spezzin,,o_i
spezzon,,e_i
spi,a_e,
spiacevolezz,a_e,
spiaggett,a_e,
spiaggi,a_e,
spianat,a_e,
spiat,a_e,
spiazz,,o_i
spiazzament,,o_i
spicchi,,o_i
spicciol,,o_i
spider,r_r,
spiegament,,o_i
spiegazion,e_i,
spietat,a_e,o_i
spietatezz,a_e,
spiffer,,o_i
spig,a_e,
spigol,,o_i
spigolatur,a_e,
spill,a_e,o_i
spillett,a_e,
spillon,,e_i
spilungon,,e_i
spin,a_e,
spinell,,o_i
spinnaker,,r_r
spint,a_e,
spintarell,a_e,
spinton,,e_i
spion,,e_i
spionaggi,,o_i
spioncin,,o_i
spiovent,,e_i
spiragli,,o_i
spiral,e_i,
spirit,,o_i
spiritell,,o_i
spiritosaggin,e_i,
spiritualism,,o_i
splatter,,r_r
splendor,,e_i
split,,t_t
spocchi,a_e,
spogli,a_e,
spogliarell,,o_i
spogliarellist,a_e,a_i
spogliarellista,a_e,a_i
spogliatoi,,o_i
spoiler,,r_r
spol,a_e,
spolett,a_e,
spoliazion,e_i,
spolverin,,o_i
spond,a_e,
sponsal,,e_i
sponso,,r_s
sponsor,,r_s
sponsorizzazion,e_i,
spontaneism,,o_i
spopolament,,o_i
spor,a_e,
sporc,,o_i
sporcaccion,,e_i
sporcizi,a_e,
sporgenz,a_e,
sport,a_e,t_t
sportell,,o_i
spos,,o_i
sposalizi,,o_i
sposat,a_e,
sposin,,o_i
spostament,,o_i
spot,,t_t
sprang,a_e,
sprangat,a_e,
spray,,y_y
sprazz,,o_i
spread,,d_d
sprec,,o_i
spregiudicatezz,a_e,
spremitur,a_e,
sprint,,t_t
sprinter,,r_r
sproloqui,,o_i
spron,,e_i
sproporzion,e_i,
sproposit,,o_i
sprovvedut,,o_i
spruzz,,o_i
spruzzat,a_e,
spudoratezz,a_e,
spugn,a_e,
spum,a_e,
spumant,,e_i
spunt,,o_i
spuntin,,o_i
spunton,,e_i
sput,,o_i
squadr,a_e,
squadracci,a_e,
squadrett,a_e,
squadrigli,a_e,
squadrism,,o_i
squadrist,,a_i
squadron,,e_i
squal,,o_i
squalific,a_e,
squalificat,,o_i
squallid,,o_i
squallor,,e_i
squarci,,o_i
squartament,,o_i
squatte,,r_s
squatter,,r_r
squilibrat,,o_i
squilibri,,o_i
squill,,o_i
squillo,o_o,o_i
squisit,a_e,
squisitezz,a_e,
sradicament,,o_i
sregolatezz,a_e,
srl,l_l,
stabil,,e_i
stabiliment,,o_i
stabilizzator,,e_i
stabilizzazion,e_i,
stacc,,o_i
staccat,,o_i
staccionat,a_e,
stadi,,o_i
staff,,f_f
staffett,a_e,
staffilat,a_e,
stag,,e_s
stage,,e_s
stagion,e_i,
stagional,,e_i
stagist,a_e,
stagn,,o_i
stagnazion,e_i,
stakanovist,,a_i
stalattit,e_i,
stalinism,,o_i
stalinist,,a_i
stall,a_e,o_i
stallier,,e_i
stallon,,e_i
stambecc,,o_i
stamberg,a_e,
stamp,a_e,o_i
stampant,e_i,
stampat,,o_i
stampator,,e_i
stampell,a_e,
stamperi,a_e,
stanchezz,a_e,
stand,,d_d
standar,,d_s
standardizzazion,e_i,
stangat,a_e,
stangon,a_e,
stantuff,,o_i
stanz,a_e,
stanzett,a_e,
stanziament,,o_i
stanzin,,o_i
stanzon,,e_i
star,r_r,
starnut,,o_i
stasi,i_i,
stat,,o_i
statale,e_i,e_i
statali,e_i,e_i
statalism,,o_i
statalist,,a_i
stategi,a_e,
staterell,,o_i
station,n_n,
statist,,a_i
statistic,a_e,o_i
statu,a_e,
statuett,a_e,
statuin,a_e,
statur,a_e,
status,,s_s
statut,,o_i
stazion,e_i,
stazioncin,a_e,
stazz,a_e,
stecc,a_e,
steccat,,o_i
stel,e_i,o_i
steli,e_i,o_i
stell,a_e,
stellett,a_e,
stellin,a_e,
stellon,,e_i
stemm,,a_i
stendard,,o_i
stenograf,,o_i
stent,,o_i
stepp,a_e,
stereo,,o_o
stereotip,,o_i
sterilizzazion,e_i,
sterlin,a_e,
sterminat,,o_i
sterminator,,e_i
stermini,,o_i
stern,,o_i
steroid,,e_i
sterpagli,a_e,
sterrat,,o_i
sterz,,o_i
sterzat,a_e,
stess,,o_i
stesur,a_e,
sti,a_e,
stil,,l_i
stilettat,a_e,
stilist,a_e,a_i
stilista,a_e,a_i
stilizzazion,e_i,
still,a_e,
stillicidi,,o_i
stilografic,a_e,
stim,a_e,
stimmat,a_e,
stimol,,o_i
stimolant,,e_i
stimolator,,e_i
stimolazion,e_i,
stinc,,o_i
stipendi,,o_i
stipit,,e_i
stipsi,i_i,
stipulazion,e_i,
stirament,,o_i
stirp,e_i,
stitichezz,a_e,
stiv,a_e,
stival,,e_i
stivalett,,o_i
stivalon,,e_i
stizz,a_e,
stoccaggi,,o_i
stoccat,a_e,
stock,,k_k
stoff,a_e,
stoic,,o_i
stol,a_e,
stoltezz,a_e,
stomac,,o_i
stonatur,a_e,
stop,,p_p
stoppat,a_e,
stordiment,,o_i
stori,a_e,
storiacci,a_e,
storic,,o_i
storicism,,o_i
storicist,,a_i
storiell,a_e,
storiellin,a_e,
storiograf,,o_i
storiografi,a_e,
storion,,e_i
storm,,o_i
storn,,o_i
stornell,,o_i
storpi,,o_i
storpiatur,a_e,
stort,a_e,
stortur,a_e,
strabism,,o_i
stracci,,o_i
straccion,,e_i
strad,a_e,
stradett,a_e,
stradicciol,a_e,
stradin,a_e,
stradon,,e_i
strafalcion,,e_i
strafottenz,a_e,
strag,e_i,
stragism,,o_i
stral,,e_i
stralci,,o_i
stramaledett,a_e,
stramb,a_e,o_i
stramberi,a_e,
strampalat,,o_i
stran,,o_i
stranezz,a_e,
strangolament,,o_i
strangolator,,e_i
stranguglion,,e_i
straniament,,o_i
stranier,a_e,o_i
strapiomb,,o_i
strapotenz,a_e,
strapoter,,e_i
strapp,,o_i
strapuntin,,o_i
straripament,,o_i
strascic,,o_i
strat,,o_i
stratagemm,,a_i
strateg,,a_i
strategi,a_e,
stratificazion,e_i,
stratosfer,a_e,
stratton,,e_i
stravagant,e_i,
stravaganz,a_e,
stravolgiment,,o_i
strazi,,o_i
streg,a_e,
stregon,,e_i
stregoneri,a_e,
strenn,a_e,
strepit,,o_i
streptococc,,o_i
stress,,s_s
strett,a_e,
strettezz,a_e,
strettoi,a_e,
striatur,a_e,
stridor,,e_i
strigliat,a_e,
strill,,o_i
strillon,,e_i
strip,p_p,p_p
strisci,a_e,
strisciat,a_e,
strisciolin,a_e,
striscion,,e_i
strizzacervelli,,i_i
strizzat,a_e,
strizzatin,a_e,
strof,a_e,
strofett,a_e,
strofinacci,,o_i
stroncator,,e_i
stroncatur,a_e,
stronz,,o_i
stronzat,a_e,
strozzatur,a_e,
strozzin,,o_i
struggent,e_i,
struggiment,,o_i
strument,,o_i
strumentalism,,o_i
strumentalizzazion,e_i,
strumentazion,e_i,
strumentist,,a_i
strusci,,o_i
struttur,a_e,
strutturalism,,o_i
strutturazion,e_i,
struzz,,o_i
stucc,,o_i
student,,e_i
studentell,,o_i
studentess,a_e,
studi,,o_i
studiol,,o_i
studios,,o_i
stuf,a_e,
stufett,a_e,
stuoi,a_e,
stuol,,o_i
stupefatt,,o_i
stupefazion,e_i,
stupend,a_e,
stupid,,o_i
stupidaggin,e_i,
stupidari,,o_i
stupidat,a_e,
stupor,,e_i
stupr,,o_i
stuprator,,e_i
sub,b_b,b_b
subacque,,o_i
subappalt,,o_i
subappaltator,,e_i
subbugli,,o_i
subconsci,,o_i
subcontinent,,e_i
subcultur,a_e,
subdol,a_e,o_i
subentrant,,e_i
subfornitur,a_e,
subholding,g_g,
sublim,,e_i
sublimazion,e_i,
subordinat,,o_i
subordinazion,e_i,
substrat,,o_i
suburbi,,o_i
succ,,o_i
succedane,,o_i
success,,o_i
succession,e_i,
successon,,e_i
successor,,e_i
succhiott,,o_i
succub,,e_i
succursal,e_i,
sud,,d_d
sudafrican,a_e,
sudamerican,a_e,o_i
sudari,,o_i
sudat,a_e,
sudcorean,,o_i
suddett,a_e,
suddit,,o_i
sudditanz,a_e,
suddivision,e_i,
sudest,,t_t
sudist,,a_i
sudor,,e_i
sudorazion,e_i,
sufficienz,a_e,
suffragett,a_e,
suffragi,,o_i
sufi,,i_i
sug,,o_i
suggell,,o_i
suggeriment,,o_i
suggeritor,,e_i
suggestion,e_i,
suggestiv,,o_i
sugher,,o_i
suicidi,,o_i
suin,,o_i
suite,e_e,
suk,,k_k
sultan,,o_i
sultanat,,o_i
sumer,,o_i
summ,a_e,
summit,,t_t
sunnit,,a_i
sunt,,o_i
suocer,a_e,o_i
suol,a_e,o_i
suon,,o_i
suonat,a_e,
suonator,,e_i
suor,a_e,
suorin,a_e,
superalcolic,,o_i
superament,,o_i
superb,a_e,o_i
superbanc,a_e,
superbi,a_e,
superboll,,o_i
superbombardier,,e_i
superburocrat,,e_i
supercalcolator,,e_i
supercampion,,e_i
supercannon,,e_i
supercar,r_r,
supercarcer,,e_i
supercomputer,,r_r
superconsulent,,e_i
supercontrollor,,e_i
superdazi,,o_i
superdollar,,o_i
superdonn,a_e,
superenalott,,o_i
superero,,e_i
superespert,,o_i
superfetazion,e_i,
superfici,e_i,
superficial,,e_i
superflu,,o_i
superfortezz,a_e,
supergigant,,e_i
supergrupp,,o_i
superholding,g_g,
superindic,,e_i
superior,a_e,e_i
superiore,a_e,e_i
superispettor,,e_i
superkiller,,r_r
superlatitant,,e_i
superlativ,,o_i
superleg,a_e,
superman,,n_n
supermanager,,r_r
supermarc,,o_i
supermarket,,t_t
supermercat,,o_i
supermiliardari,,o_i
superminim,,o_i
superminister,,o_i
superministr,,o_i
supermodell,a_e,
supermult,a_e,
superospit,,e_i
superpartit,,o_i
superpentit,,o_i
superperizi,a_e,
superpetrolier,a_e,
superpolizi,a_e,
superpoliziott,,o_i
superpotenz,a_e,
superpoter,,e_i
superprefett,,o_i
superprocur,a_e,
superproduzion,e_i,
superstar,r_r,
superstite,e_i,e_i
superstiti,e_i,e_i
superstizion,e_i,
superstizios,,o_i
superstrad,a_e,
supertass,a_e,
supertecnic,,o_i
supertelefonin,,o_i
superteste,e_i,e_i
supertesti,e_i,e_i
supertestimone,e_i,e_i
supertestimoni,e_i,e_i
supertren,,o_i
superuom,,o_i
supervalutazion,e_i,
supervertic,,e_i
supervincitor,,e_i
supervision,e_i,
supervisor,,e_i
suppellettil,e_i,
supplement,,o_i
supplent,,e_i
supplenz,a_e,
suppletiv,a_e,
supplic,a_e,
supplizi,,o_i
supponenz,a_e,
support,,o_i
supporte,,r_s
supporter,,r_s
supposizion,e_i,
suppost,a_e,
supremazi,a_e,
surf,,f_f
surfer,,r_r
surfist,,a_i
surgelat,,o_i
surplace,,e_e
surreal,,e_i
surrealism,,o_i
surrealist,,a_i
surriscaldament,,o_i
surrogat,,o_i
susin,a_e,
suspence,e_e,
suspense,e_e,
sussidi,,o_i
sussidiari,a_e,o_i
sussistenz,a_e,
sussult,,o_i
sussurr,,o_i
sutur,a_e,
svag,,o_i
svagatezz,a_e,
svalutazion,e_i,
svantaggi,,o_i
svarion,,e_i
svastic,a_e,
svecchiament,,o_i
svelament,,o_i
svelt,a_e,
svendit,a_e,
svenevolezz,a_e,
sveniment,,o_i
sventagliat,a_e,
sventatezz,a_e,
sventol,a_e,
sventoli,,o_i
sventrament,,o_i
sventur,a_e,
sventurat,,o_i
svilupp,,o_i
svincol,,o_i
svist,a_e,
svizzer,a_e,
svogliatezz,a_e,
svolazz,,o_i
svolgiment,,o_i
svolt,a_e,
svuotament,,o_i
swap,,p_p
swing,,g_g
syndication,n_n,
tabacc,,o_i
tabaccai,a_e,o_i
tabaccheri,a_e,
tabacchier,a_e,
tabagism,,o_i
tabagist,,a_i
tabell,a_e,
tabellin,a_e,o_i
tabellon,,e_i
tabernacol,,o_i
tabloid,,d_d
tabul,a_e,
tabulat,,o_i
tac,c_c,
tacc,a_e,o_i
taccagn,,o_i
tacchett,,o_i
tacchin,,o_i
taccuin,,o_i
tachicardi,a_e,
tachimetr,,o_i
taciturn,,o_i
tackle,,e_e
tafan,,o_i
tafferugli,,o_i
tagik,,o_i
tagli,a_e,o_i
tagliand,,o_i
tagliat,a_e,
tagliatell,a_e,
tagliator,,e_i
taglieggiament,,o_i
taglieggiator,,e_i
taglierin,,o_i
tagliol,a_e,
taglion,,e_i
tailleurin,,o_i
take,,e_e
tal,,e_i
talam,,o_i
talassemic,,o_i
talent,,o_i
taliban,,n_n
talisman,,o_i
talkshow,,w_w
tallon,,e_i
talloncin,,o_i
talp,a_e,
tam,,m_m
tamburell,,o_i
tamburin,,o_i
tamil,,l_l
tampon,,e_i
tamponament,,o_i
tan,a_e,
tandem,,m_m
tanf,,o_i
tang,,o_i
tangent,e_i,
tangentar,,o_i
tangentist,,a_i
tangentopoli,i_i,
tangenzial,e_i,
tanic,a_e,
tanker,,r_r
tapin,,o_i
tapir,,o_i
tapis,,s_s
tapp,a_e,o_i
tapparell,a_e,
tappet,,o_i
tappetin,,o_i
tappezzeri,a_e,
tappezzier,,e_i
tappon,,e_i
tar,a_e,
tarantell,a_e,
tarantin,,o_i
tarantol,a_e,
tarantolat,,o_i
tarassac,,o_i
targ,a_e,
target,,t_t
targhett,a_e,
tariff,a_e,
tariffari,,o_i
tariffazion,e_i,
tarm,a_e,
tarocc,,o_i
tarsi,a_e,
tartar,,o_i
tartarug,a_e,
tartin,a_e,
tartuf,,o_i
tasc,a_e,
taschin,,o_i
tass,a_e,o_i
tassametr,,o_i
tassazion,e_i,
tassell,,o_i
tassinar,,o_i
tassist,,a_i
tast,,o_i
tastier,a_e,
tastierist,,a_i
tat,a_e,
tatt,,o_i
tattic,a_e,
tatticism,,o_i
tatuaggi,,o_i
taumaturg,,o_i
tautologi,a_e,
tavol,a_e,o_i
tavolacci,,o_i
tavolat,a_e,
tavolett,a_e,
tavolin,,o_i
tavolinett,,o_i
tavolon,,e_i
tavolozz,a_e,
taxi,,i_i
taxist,,a_i
tazebao,,o_o
tazz,a_e,
tazzin,a_e,
team,,m_m
teatr,,o_i
teatrant,,e_i
teatrin,,o_i
tec,a_e,
tecnic,a_e,o_i
tecnicism,,o_i
tecnocrat,,e_i
tecnocrazi,a_e,
tecnolog,,o_i
tecnologi,a_e,
tecnostruttur,a_e,
teconologi,a_e,
tedesc,a_e,o_i
tedescon,,e_i
tedi,,o_i
tedofor,,o_i
teenage,,r_s
teenager,r_r,r_r
tegam,,e_i
tegol,a_e,
teier,a_e,
tel,,o_i
telai,,o_i
telecamer,a_e,
telecomand,,o_i
telecomunicazion,e_i,
