Line,"{'+atomic', '+definite'} - definite - a_2","{'-atomic', '+definite'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'+atomic', '-definite'} - definite - a_2","{'+atomic', '-definite'} - definite - o_1","{'-atomic', '+definite'} - definite - e_2","{'+atomic', '-definite'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
67,10.099999999999982,6.999999999999992,5.899999999999996,4.300000000000002,2.300000000000001,3.6000000000000023,,,
68,10.199999999999982,6.999999999999992,5.999999999999996,4.300000000000002,2.300000000000001,3.8000000000000025,,,
69,10.199999999999982,7.099999999999992,6.2999999999999945,4.300000000000002,2.4000000000000012,3.9000000000000026,,,
70,10.49999999999998,7.199999999999991,6.2999999999999945,4.400000000000001,2.4000000000000012,4.000000000000003,,,
71,10.49999999999998,7.199999999999991,6.399999999999994,4.400000000000001,2.5000000000000013,4.000000000000003,,,
72,10.59999999999998,7.399999999999991,6.499999999999994,4.400000000000001,2.5000000000000013,4.000000000000003,,,
73,10.59999999999998,7.399999999999991,6.599999999999993,4.400000000000001,2.6000000000000014,4.000000000000003,,,
74,10.69999999999998,7.59999999999999,6.699999999999993,4.400000000000001,2.6000000000000014,4.000000000000003,,,
75,10.999999999999979,7.6999999999999895,6.699999999999993,4.500000000000001,2.6000000000000014,4.100000000000002,,,
76,11.099999999999978,7.899999999999989,6.799999999999993,4.500000000000001,2.6000000000000014,4.100000000000002,,,
77,11.399999999999977,7.9999999999999885,6.799999999999993,4.6000000000000005,2.6000000000000014,4.200000000000002,,,
78,11.399999999999977,8.099999999999989,7.099999999999992,4.6000000000000005,2.7000000000000015,4.300000000000002,,,
79,11.399999999999977,8.099999999999989,7.199999999999991,4.6000000000000005,2.8000000000000016,4.300000000000002,,,
80,11.399999999999977,8.199999999999989,7.49999999999999,4.6000000000000005,2.9000000000000017,4.400000000000001,,,
81,11.499999999999977,8.399999999999988,7.59999999999999,4.6000000000000005,2.9000000000000017,4.400000000000001,,,
82,11.499999999999977,8.499999999999988,7.899999999999989,4.6000000000000005,3.0000000000000018,4.500000000000001,,,
83,11.899999999999975,8.599999999999987,7.899999999999989,4.7,3.0000000000000018,4.6000000000000005,,,
84,11.899999999999975,8.699999999999987,8.199999999999989,4.7,3.100000000000002,4.7,,,
85,11.899999999999975,8.799999999999986,8.499999999999988,4.7,3.200000000000002,4.8,,,
86,11.899999999999975,8.899999999999986,8.799999999999986,4.7,3.300000000000002,4.8999999999999995,,,
87,11.899999999999975,8.999999999999986,9.099999999999985,4.7,3.400000000000002,4.999999999999999,,,
88,11.899999999999975,9.099999999999985,9.399999999999984,4.7,3.500000000000002,5.099999999999999,,,
89,11.999999999999975,9.099999999999985,9.399999999999984,4.8,3.500000000000002,5.099999999999999,,,
90,12.099999999999975,9.099999999999985,9.499999999999984,4.8,3.500000000000002,5.299999999999998,,,
91,12.199999999999974,9.099999999999985,9.499999999999984,4.8999999999999995,3.500000000000002,5.299999999999998,,,
92,12.499999999999973,9.199999999999985,9.499999999999984,4.999999999999999,3.500000000000002,5.399999999999998,,,
93,12.499999999999973,9.299999999999985,9.799999999999983,4.999999999999999,3.6000000000000023,5.499999999999997,,,
94,12.499999999999973,9.399999999999984,10.099999999999982,4.999999999999999,3.7000000000000024,5.599999999999997,,,
95,12.799999999999972,9.499999999999984,10.099999999999982,5.099999999999999,3.7000000000000024,5.699999999999997,,,
96,12.799999999999972,9.599999999999984,10.39999999999998,5.099999999999999,3.8000000000000025,5.799999999999996,,,
97,13.099999999999971,9.699999999999983,10.39999999999998,5.199999999999998,3.8000000000000025,5.899999999999996,,,
98,13.39999999999997,9.799999999999983,10.39999999999998,5.299999999999998,3.8000000000000025,5.999999999999996,,,
99,13.39999999999997,9.899999999999983,10.69999999999998,5.299999999999998,3.9000000000000026,6.099999999999995,,,
100,13.699999999999969,9.999999999999982,10.69999999999998,5.399999999999998,3.9000000000000026,6.199999999999995,,,
101,14.099999999999968,10.099999999999982,10.69999999999998,5.499999999999997,3.9000000000000026,6.2999999999999945,,,
102,14.399999999999967,10.199999999999982,10.69999999999998,5.599999999999997,3.9000000000000026,6.399999999999994,,,
103,14.699999999999966,10.299999999999981,10.69999999999998,5.699999999999997,3.9000000000000026,6.499999999999994,,,
104,14.999999999999964,10.39999999999998,10.69999999999998,5.799999999999996,3.9000000000000026,6.599999999999993,,,
105,15.299999999999963,10.49999999999998,10.69999999999998,5.899999999999996,3.9000000000000026,6.699999999999993,,,
106,15.599999999999962,10.59999999999998,10.69999999999998,5.999999999999996,3.9000000000000026,6.799999999999993,,,
107,15.599999999999962,10.69999999999998,10.999999999999979,5.999999999999996,4.000000000000003,6.899999999999992,,,
108,15.599999999999962,10.79999999999998,11.299999999999978,5.999999999999996,4.100000000000002,6.999999999999992,,,
109,15.699999999999962,10.79999999999998,11.399999999999977,5.999999999999996,4.100000000000002,7.199999999999991,,,
110,15.699999999999962,10.899999999999979,11.699999999999976,5.999999999999996,4.200000000000002,7.299999999999991,,,
111,15.999999999999961,10.999999999999979,11.699999999999976,6.099999999999995,4.200000000000002,7.399999999999991,,,
112,16.299999999999965,11.099999999999978,11.699999999999976,6.199999999999995,4.200000000000002,7.49999999999999,,,
113,16.69999999999997,11.199999999999978,11.699999999999976,6.2999999999999945,4.200000000000002,7.59999999999999,,,
114,16.69999999999997,11.299999999999978,11.999999999999975,6.2999999999999945,4.300000000000002,7.6999999999999895,,,
115,16.69999999999997,11.399999999999977,12.299999999999974,6.2999999999999945,4.400000000000001,7.799999999999989,,,
116,16.799999999999972,11.599999999999977,12.399999999999974,6.2999999999999945,4.400000000000001,7.799999999999989,,,
117,17.099999999999977,11.699999999999976,12.399999999999974,6.399999999999994,4.400000000000001,7.899999999999989,,,
118,17.099999999999977,11.799999999999976,12.699999999999973,6.399999999999994,4.500000000000001,7.9999999999999885,,,
119,17.39999999999998,11.899999999999975,12.699999999999973,6.499999999999994,4.500000000000001,8.099999999999989,,,
120,17.699999999999985,11.999999999999975,12.699999999999973,6.599999999999993,4.500000000000001,8.199999999999989,,,
121,17.99999999999999,12.099999999999975,12.699999999999973,6.699999999999993,4.500000000000001,8.299999999999988,,,
122,17.99999999999999,12.199999999999974,12.999999999999972,6.699999999999993,4.6000000000000005,8.399999999999988,,,
123,17.99999999999999,12.299999999999974,13.29999999999997,6.699999999999993,4.7,8.499999999999988,,,
124,17.99999999999999,12.299999999999974,13.39999999999997,6.699999999999993,4.8,8.499999999999988,,,
125,17.99999999999999,12.299999999999974,13.49999999999997,6.699999999999993,4.8999999999999995,8.499999999999988,,,
126,17.99999999999999,12.399999999999974,13.799999999999969,6.699999999999993,4.999999999999999,8.599999999999987,,,
127,17.99999999999999,12.499999999999973,14.099999999999968,6.699999999999993,5.099999999999999,8.699999999999987,,,
128,17.99999999999999,12.499999999999973,14.199999999999967,6.699999999999993,5.199999999999998,8.699999999999987,,,
129,17.99999999999999,12.599999999999973,14.499999999999966,6.699999999999993,5.299999999999998,8.799999999999986,,,
130,17.99999999999999,12.699999999999973,14.799999999999965,6.699999999999993,5.399999999999998,8.899999999999986,,,
131,18.299999999999994,12.799999999999972,14.799999999999965,6.799999999999993,5.399999999999998,8.999999999999986,,,
132,18.399999999999995,12.999999999999972,14.899999999999965,6.799999999999993,5.399999999999998,8.999999999999986,,,
133,18.399999999999995,13.099999999999971,15.199999999999964,6.799999999999993,5.499999999999997,9.099999999999985,,,
134,18.399999999999995,13.19999999999997,15.599999999999962,6.799999999999993,5.599999999999997,9.199999999999985,,,
135,18.399999999999995,13.29999999999997,15.899999999999961,6.799999999999993,5.699999999999997,9.299999999999985,,,
136,18.399999999999995,13.39999999999997,16.199999999999964,6.799999999999993,5.799999999999996,9.399999999999984,,,
137,18.399999999999995,13.49999999999997,16.499999999999968,6.799999999999993,5.899999999999996,9.499999999999984,,,
138,18.8,13.59999999999997,16.499999999999968,6.899999999999992,5.899999999999996,9.599999999999984,,,
139,18.8,13.699999999999969,16.899999999999974,6.899999999999992,5.999999999999996,9.699999999999983,,,
140,19.200000000000006,13.799999999999969,16.899999999999974,6.999999999999992,5.999999999999996,9.799999999999983,,,
141,19.200000000000006,13.899999999999968,17.199999999999978,6.999999999999992,6.099999999999995,9.899999999999983,,,
142,19.200000000000006,13.999999999999968,17.499999999999982,6.999999999999992,6.199999999999995,9.999999999999982,,,
143,19.200000000000006,14.099999999999968,17.799999999999986,6.999999999999992,6.2999999999999945,10.099999999999982,,,
144,19.50000000000001,14.199999999999967,17.799999999999986,7.099999999999992,6.2999999999999945,10.199999999999982,,,
145,19.50000000000001,14.299999999999967,18.09999999999999,7.099999999999992,6.399999999999994,10.299999999999981,,,
146,19.800000000000015,14.399999999999967,18.09999999999999,7.199999999999991,6.399999999999994,10.39999999999998,,,
147,19.800000000000015,14.399999999999967,18.199999999999992,7.199999999999991,6.499999999999994,10.39999999999998,,,
148,20.20000000000002,14.499999999999966,18.199999999999992,7.299999999999991,6.499999999999994,10.49999999999998,,,
149,20.20000000000002,14.599999999999966,18.499999999999996,7.299999999999991,6.599999999999993,10.59999999999998,,,
150,20.20000000000002,14.699999999999966,18.8,7.299999999999991,6.699999999999993,10.69999999999998,,,
151,20.500000000000025,14.799999999999965,18.8,7.399999999999991,6.699999999999993,10.79999999999998,,,
152,20.500000000000025,14.899999999999965,19.100000000000005,7.399999999999991,6.799999999999993,10.899999999999979,,,
153,20.500000000000025,14.899999999999965,19.200000000000006,7.399999999999991,6.899999999999992,10.899999999999979,,,
154,20.90000000000003,14.999999999999964,19.200000000000006,7.49999999999999,6.899999999999992,10.999999999999979,,,
155,21.300000000000036,15.099999999999964,19.200000000000006,7.59999999999999,6.899999999999992,11.099999999999978,,,
156,21.300000000000036,15.199999999999964,19.50000000000001,7.59999999999999,6.999999999999992,11.199999999999978,,,
157,21.400000000000038,15.399999999999963,19.600000000000012,7.59999999999999,6.999999999999992,11.199999999999978,,,
158,21.50000000000004,15.599999999999962,19.700000000000014,7.59999999999999,6.999999999999992,11.199999999999978,,,
159,21.900000000000045,15.699999999999962,19.700000000000014,7.6999999999999895,6.999999999999992,11.299999999999978,,,
160,22.20000000000005,15.799999999999962,19.700000000000014,7.799999999999989,6.999999999999992,11.399999999999977,,,
161,22.20000000000005,15.899999999999961,20.000000000000018,7.799999999999989,7.099999999999992,11.499999999999977,,,
162,22.500000000000053,15.999999999999961,20.000000000000018,7.899999999999989,7.099999999999992,11.599999999999977,,,
163,22.600000000000055,15.999999999999961,20.10000000000002,7.899999999999989,7.099999999999992,11.799999999999976,,,
164,22.600000000000055,16.099999999999962,20.500000000000025,7.899999999999989,7.199999999999991,11.899999999999975,,,
165,22.90000000000006,16.199999999999964,20.500000000000025,7.9999999999999885,7.199999999999991,11.999999999999975,,,
166,22.90000000000006,16.299999999999965,20.90000000000003,7.9999999999999885,7.299999999999991,12.099999999999975,,,
167,22.90000000000006,16.399999999999967,21.200000000000035,7.9999999999999885,7.399999999999991,12.199999999999974,,,
168,23.00000000000006,16.399999999999967,21.200000000000035,8.099999999999989,7.399999999999991,12.199999999999974,,,
169,23.100000000000062,16.399999999999967,21.200000000000035,8.299999999999988,7.399999999999991,12.199999999999974,,,
170,23.200000000000063,16.399999999999967,21.200000000000035,8.399999999999988,7.399999999999991,12.199999999999974,,,
171,23.300000000000065,16.399999999999967,21.200000000000035,8.499999999999988,7.399999999999991,12.199999999999974,,,
172,23.400000000000066,16.399999999999967,21.200000000000035,8.599999999999987,7.399999999999991,12.199999999999974,,,
173,23.400000000000066,16.399999999999967,21.200000000000035,8.599999999999987,7.399999999999991,12.199999999999974,,,
174,23.80000000000007,16.499999999999968,21.200000000000035,8.699999999999987,7.399999999999991,12.299999999999974,,,
175,24.100000000000076,16.59999999999997,21.200000000000035,8.799999999999986,7.399999999999991,12.399999999999974,,,
176,24.40000000000008,16.69999999999997,21.200000000000035,8.899999999999986,7.399999999999991,12.499999999999973,,,
177,24.40000000000008,16.799999999999972,21.50000000000004,8.899999999999986,7.49999999999999,12.599999999999973,1,1.1,
178,24.40000000000008,16.899999999999974,21.800000000000043,8.899999999999986,7.59999999999999,12.699999999999973,1.1,1.3000000000000003,
179,24.50000000000008,16.899999999999974,21.800000000000043,9.099999999999985,7.59999999999999,12.699999999999973,1.1,1.3000000000000003,1
180,24.50000000000008,16.999999999999975,22.100000000000048,9.099999999999985,7.6999999999999895,12.799999999999972,1.2000000000000002,1.5000000000000004,1
181,24.600000000000083,17.199999999999978,22.20000000000005,9.099999999999985,7.6999999999999895,12.799999999999972,1.2000000000000002,1.5000000000000004,1
182,24.900000000000087,17.29999999999998,22.20000000000005,9.199999999999985,7.6999999999999895,12.899999999999972,1.2000000000000002,1.5000000000000004,1
183,25.00000000000009,17.599999999999984,22.30000000000005,9.199999999999985,7.6999999999999895,12.899999999999972,1.2000000000000002,1.5000000000000004,1
184,25.10000000000009,17.899999999999988,22.400000000000052,9.199999999999985,7.6999999999999895,12.899999999999972,1.2000000000000002,1.5000000000000004,1
185,25.500000000000096,17.99999999999999,22.400000000000052,9.299999999999985,7.6999999999999895,12.999999999999972,1.2000000000000002,1.5000000000000004,1
186,25.8000000000001,18.09999999999999,22.400000000000052,9.399999999999984,7.6999999999999895,13.099999999999971,1.2000000000000002,1.5000000000000004,1
187,25.8000000000001,18.199999999999992,22.700000000000056,9.399999999999984,7.799999999999989,13.19999999999997,1.3000000000000003,1.7000000000000006,1
188,25.8000000000001,18.299999999999994,23.00000000000006,9.399999999999984,7.899999999999989,13.29999999999997,1.4000000000000004,1.9000000000000008,1
189,26.200000000000106,18.399999999999995,23.00000000000006,9.499999999999984,7.899999999999989,13.39999999999997,1.4000000000000004,1.9000000000000008,1
190,26.50000000000011,18.499999999999996,23.00000000000006,9.599999999999984,7.899999999999989,13.49999999999997,1.4000000000000004,1.9000000000000008,1
191,26.900000000000116,18.599999999999998,23.00000000000006,9.699999999999983,7.899999999999989,13.59999999999997,1.4000000000000004,1.9000000000000008,1
192,26.900000000000116,18.7,23.300000000000065,9.699999999999983,7.9999999999999885,13.699999999999969,1.5000000000000004,2.100000000000001,1
193,26.900000000000116,18.8,23.60000000000007,9.699999999999983,8.099999999999989,13.799999999999969,1.6000000000000005,2.300000000000001,1
194,26.900000000000116,18.900000000000002,24.000000000000075,9.699999999999983,8.199999999999989,13.899999999999968,1.7000000000000006,2.5000000000000013,1
195,26.900000000000116,19.000000000000004,24.30000000000008,9.699999999999983,8.299999999999988,13.999999999999968,1.8000000000000007,2.7000000000000015,1
196,27.20000000000012,19.100000000000005,24.30000000000008,9.799999999999983,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1
197,27.30000000000012,19.100000000000005,24.30000000000008,9.999999999999982,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.1
198,27.400000000000123,19.100000000000005,24.30000000000008,10.199999999999982,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.2000000000000002
199,27.500000000000124,19.100000000000005,24.30000000000008,10.39999999999998,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.3000000000000003
200,27.600000000000126,19.100000000000005,24.30000000000008,10.59999999999998,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.4000000000000004
201,27.700000000000127,19.100000000000005,24.30000000000008,10.899999999999979,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.5000000000000004
202,27.80000000000013,19.100000000000005,24.30000000000008,11.099999999999978,8.299999999999988,14.099999999999968,1.8000000000000007,2.7000000000000015,1.6000000000000005
203,27.80000000000013,19.200000000000006,24.600000000000083,11.099999999999978,8.399999999999988,14.199999999999967,1.9000000000000008,2.9000000000000017,1.6000000000000005
204,27.80000000000013,19.300000000000008,25.00000000000009,11.099999999999978,8.499999999999988,14.299999999999967,2.000000000000001,3.100000000000002,1.6000000000000005
205,27.80000000000013,19.40000000000001,25.300000000000093,11.099999999999978,8.599999999999987,14.399999999999967,2.100000000000001,3.300000000000002,1.6000000000000005
206,27.80000000000013,19.50000000000001,25.7000000000001,11.099999999999978,8.699999999999987,14.499999999999966,2.200000000000001,3.500000000000002,1.6000000000000005
207,27.90000000000013,19.50000000000001,25.7000000000001,11.299999999999978,8.699999999999987,14.499999999999966,2.200000000000001,3.500000000000002,1.7000000000000006
208,28.200000000000134,19.600000000000012,25.7000000000001,11.399999999999977,8.699999999999987,14.599999999999966,2.200000000000001,3.500000000000002,1.7000000000000006
209,28.200000000000134,19.700000000000014,26.000000000000103,11.399999999999977,8.799999999999986,14.699999999999966,2.300000000000001,3.7000000000000024,1.7000000000000006
210,28.300000000000136,19.900000000000016,26.100000000000104,11.399999999999977,8.799999999999986,14.699999999999966,2.300000000000001,3.7000000000000024,1.7000000000000006
211,28.400000000000137,19.900000000000016,26.200000000000106,11.399999999999977,8.799999999999986,14.899999999999965,2.300000000000001,3.7000000000000024,1.7000000000000006
212,28.400000000000137,20.000000000000018,26.50000000000011,11.399999999999977,8.899999999999986,14.999999999999964,2.4000000000000012,3.9000000000000026,1.7000000000000006
213,28.800000000000143,20.10000000000002,26.50000000000011,11.499999999999977,8.899999999999986,15.099999999999964,2.4000000000000012,3.9000000000000026,1.7000000000000006
214,29.100000000000147,20.20000000000002,26.50000000000011,11.599999999999977,8.899999999999986,15.199999999999964,2.4000000000000012,3.9000000000000026,1.7000000000000006
215,29.20000000000015,20.20000000000002,26.60000000000011,11.599999999999977,8.899999999999986,15.499999999999963,2.4000000000000012,3.9000000000000026,1.7000000000000006
216,29.500000000000153,20.300000000000022,26.60000000000011,11.699999999999976,8.899999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
217,29.600000000000154,20.600000000000026,26.700000000000113,11.699999999999976,8.899999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
218,29.600000000000154,20.600000000000026,26.800000000000114,11.699999999999976,8.999999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
219,29.700000000000156,20.600000000000026,26.800000000000114,11.899999999999975,8.999999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.8000000000000007
220,29.800000000000157,20.80000000000003,26.900000000000116,11.899999999999975,8.999999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.8000000000000007
221,29.90000000000016,20.80000000000003,26.900000000000116,12.199999999999974,8.999999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
222,30.00000000000016,21.000000000000032,27.000000000000117,12.199999999999974,8.999999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
223,30.300000000000164,21.100000000000033,27.000000000000117,12.299999999999974,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
224,30.60000000000017,21.200000000000035,27.000000000000117,12.399999999999974,8.999999999999986,15.799999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
225,31.000000000000174,21.300000000000036,27.000000000000117,12.499999999999973,8.999999999999986,15.899999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
226,31.000000000000174,21.300000000000036,27.10000000000012,12.499999999999973,9.099999999999985,15.899999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
227,31.30000000000018,21.400000000000038,27.10000000000012,12.599999999999973,9.099999999999985,15.999999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
228,31.600000000000183,21.50000000000004,27.10000000000012,12.699999999999973,9.099999999999985,16.099999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
229,31.600000000000183,21.60000000000004,27.400000000000123,12.699999999999973,9.199999999999985,16.199999999999964,2.5000000000000013,4.100000000000002,1.9000000000000008
230,31.600000000000183,21.60000000000004,27.500000000000124,12.699999999999973,9.299999999999985,16.199999999999964,2.5000000000000013,4.100000000000002,1.9000000000000008
231,31.600000000000183,21.60000000000004,27.600000000000126,12.699999999999973,9.399999999999984,16.199999999999964,2.5000000000000013,4.100000000000002,1.9000000000000008
232,31.700000000000184,21.800000000000043,27.700000000000127,12.699999999999973,9.399999999999984,16.199999999999964,2.5000000000000013,4.100000000000002,1.9000000000000008
233,32.100000000000186,21.900000000000045,27.700000000000127,12.799999999999972,9.399999999999984,16.299999999999965,2.5000000000000013,4.100000000000002,1.9000000000000008
234,32.40000000000019,22.000000000000046,27.700000000000127,12.899999999999972,9.399999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,1.9000000000000008
235,32.50000000000019,22.20000000000005,27.80000000000013,12.899999999999972,9.399999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,1.9000000000000008
236,32.60000000000019,22.400000000000052,27.90000000000013,12.899999999999972,9.399999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,1.9000000000000008
237,32.60000000000019,22.400000000000052,28.00000000000013,12.899999999999972,9.499999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,1.9000000000000008
238,32.700000000000195,22.400000000000052,28.00000000000013,13.099999999999971,9.499999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,2.000000000000001
239,32.800000000000196,22.400000000000052,28.00000000000013,13.29999999999997,9.499999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,2.100000000000001
240,32.800000000000196,22.500000000000053,28.300000000000136,13.29999999999997,9.599999999999984,16.499999999999968,2.6000000000000014,4.300000000000002,2.100000000000001
241,33.1000000000002,22.600000000000055,28.300000000000136,13.39999999999997,9.599999999999984,16.59999999999997,2.6000000000000014,4.300000000000002,2.100000000000001
242,33.400000000000205,22.700000000000056,28.300000000000136,13.49999999999997,9.599999999999984,16.69999999999997,2.6000000000000014,4.300000000000002,2.100000000000001
243,33.400000000000205,22.800000000000058,28.60000000000014,13.49999999999997,9.699999999999983,16.799999999999972,2.7000000000000015,4.500000000000001,2.100000000000001
244,33.400000000000205,22.90000000000006,28.900000000000144,13.49999999999997,9.799999999999983,16.899999999999974,2.8000000000000016,4.7,2.100000000000001
245,33.400000000000205,23.00000000000006,29.20000000000015,13.49999999999997,9.899999999999983,16.999999999999975,2.9000000000000017,4.8999999999999995,2.100000000000001
246,33.400000000000205,23.100000000000062,29.500000000000153,13.49999999999997,9.999999999999982,17.099999999999977,3.0000000000000018,5.099999999999999,2.100000000000001
247,33.400000000000205,23.200000000000063,29.90000000000016,13.49999999999997,10.099999999999982,17.199999999999978,3.100000000000002,5.299999999999998,2.100000000000001
248,33.500000000000206,23.200000000000063,29.90000000000016,13.699999999999969,10.099999999999982,17.199999999999978,3.100000000000002,5.299999999999998,2.200000000000001
249,33.500000000000206,23.300000000000065,30.200000000000163,13.699999999999969,10.199999999999982,17.29999999999998,3.200000000000002,5.499999999999997,2.200000000000001
250,33.500000000000206,23.400000000000066,30.500000000000167,13.699999999999969,10.299999999999981,17.39999999999998,3.300000000000002,5.699999999999997,2.200000000000001
251,33.90000000000021,23.500000000000068,30.500000000000167,13.799999999999969,10.299999999999981,17.499999999999982,3.300000000000002,5.699999999999997,2.200000000000001
252,34.200000000000216,23.60000000000007,30.500000000000167,13.899999999999968,10.299999999999981,17.599999999999984,3.300000000000002,5.699999999999997,2.200000000000001
253,34.30000000000022,23.60000000000007,30.500000000000167,14.199999999999967,10.299999999999981,17.599999999999984,3.300000000000002,5.699999999999997,2.300000000000001
254,34.30000000000022,23.70000000000007,30.80000000000017,14.199999999999967,10.39999999999998,17.699999999999985,3.400000000000002,5.899999999999996,2.300000000000001
255,34.60000000000022,23.80000000000007,30.80000000000017,14.299999999999967,10.39999999999998,17.799999999999986,3.400000000000002,5.899999999999996,2.300000000000001
256,34.60000000000022,23.80000000000007,30.900000000000173,14.299999999999967,10.49999999999998,17.799999999999986,3.400000000000002,5.899999999999996,2.300000000000001
257,34.60000000000022,23.80000000000007,31.000000000000174,14.299999999999967,10.59999999999998,17.799999999999986,3.400000000000002,5.899999999999996,2.300000000000001
258,34.60000000000022,23.900000000000073,31.30000000000018,14.299999999999967,10.69999999999998,17.899999999999988,3.500000000000002,6.099999999999995,2.300000000000001
259,34.70000000000022,23.900000000000073,31.40000000000018,14.299999999999967,10.69999999999998,18.09999999999999,3.500000000000002,6.099999999999995,2.300000000000001
260,34.70000000000022,24.000000000000075,31.700000000000184,14.299999999999967,10.79999999999998,18.199999999999992,3.6000000000000023,6.2999999999999945,2.300000000000001
261,34.800000000000225,24.200000000000077,31.800000000000185,14.299999999999967,10.79999999999998,18.199999999999992,3.6000000000000023,6.2999999999999945,2.300000000000001
262,34.900000000000226,24.40000000000008,31.900000000000187,14.299999999999967,10.79999999999998,18.199999999999992,3.6000000000000023,6.2999999999999945,2.300000000000001
263,34.900000000000226,24.40000000000008,32.000000000000185,14.299999999999967,10.899999999999979,18.199999999999992,3.6000000000000023,6.2999999999999945,2.300000000000001
264,35.00000000000023,24.40000000000008,32.000000000000185,14.499999999999966,10.899999999999979,18.199999999999992,3.6000000000000023,6.2999999999999945,2.4000000000000012
265,35.10000000000023,24.40000000000008,32.000000000000185,14.699999999999966,10.899999999999979,18.199999999999992,3.6000000000000023,6.2999999999999945,2.5000000000000013
266,35.20000000000023,24.40000000000008,32.000000000000185,14.899999999999965,10.899999999999979,18.199999999999992,3.6000000000000023,6.2999999999999945,2.6000000000000014
267,35.30000000000023,24.40000000000008,32.000000000000185,15.099999999999964,10.899999999999979,18.199999999999992,3.6000000000000023,6.2999999999999945,2.7000000000000015
268,35.30000000000023,24.40000000000008,32.100000000000186,15.099999999999964,11.099999999999978,18.199999999999992,3.6000000000000023,6.2999999999999945,2.7000000000000015
269,35.600000000000236,24.50000000000008,32.100000000000186,15.199999999999964,11.099999999999978,18.299999999999994,3.6000000000000023,6.2999999999999945,2.7000000000000015
270,36.00000000000024,24.600000000000083,32.100000000000186,15.299999999999963,11.099999999999978,18.399999999999995,3.6000000000000023,6.2999999999999945,2.7000000000000015
271,36.00000000000024,24.700000000000085,32.40000000000019,15.299999999999963,11.199999999999978,18.499999999999996,3.7000000000000024,6.499999999999994,2.7000000000000015
272,36.00000000000024,24.800000000000086,32.700000000000195,15.299999999999963,11.299999999999978,18.599999999999998,3.8000000000000025,6.699999999999993,2.7000000000000015
273,36.40000000000025,24.900000000000087,32.700000000000195,15.399999999999963,11.299999999999978,18.7,3.8000000000000025,6.699999999999993,2.7000000000000015
274,36.40000000000025,25.00000000000009,33.0000000000002,15.399999999999963,11.399999999999977,18.8,3.9000000000000026,6.899999999999992,2.7000000000000015
275,36.40000000000025,25.00000000000009,33.1000000000002,15.399999999999963,11.499999999999977,18.8,3.9000000000000026,6.899999999999992,2.7000000000000015
276,36.70000000000025,25.10000000000009,33.1000000000002,15.499999999999963,11.499999999999977,18.900000000000002,3.9000000000000026,6.899999999999992,2.7000000000000015
277,36.70000000000025,25.10000000000009,33.2000000000002,15.499999999999963,11.599999999999977,18.900000000000002,3.9000000000000026,6.899999999999992,2.7000000000000015
278,37.000000000000256,25.20000000000009,33.2000000000002,15.599999999999962,11.599999999999977,19.000000000000004,3.9000000000000026,6.899999999999992,2.7000000000000015
279,37.000000000000256,25.20000000000009,33.3000000000002,15.599999999999962,11.799999999999976,19.000000000000004,3.9000000000000026,6.899999999999992,2.7000000000000015
280,37.000000000000256,25.20000000000009,33.400000000000205,15.599999999999962,11.899999999999975,19.000000000000004,3.9000000000000026,6.899999999999992,2.7000000000000015
281,37.000000000000256,25.20000000000009,33.500000000000206,15.599999999999962,11.999999999999975,19.000000000000004,3.9000000000000026,6.899999999999992,2.7000000000000015
282,37.000000000000256,25.300000000000093,33.80000000000021,15.599999999999962,12.099999999999975,19.100000000000005,4.000000000000003,7.099999999999992,2.7000000000000015
283,37.000000000000256,25.300000000000093,33.90000000000021,15.599999999999962,12.199999999999974,19.100000000000005,4.000000000000003,7.099999999999992,2.7000000000000015
